TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID
239934	genus	2_74201_203494_48461_1647988_239934	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia	53.3412	NA
374	genus	2_1224_28211_356_41294_374	Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium	0	NA
65402	genus	2_1239_186801_186802_543313_65402	Bacteria_Firmicutes_Clostridia_Clostridiales_ClostridialesFamilyXII_IncertaeSedis_Acidaminobacter	0	NA
1505663	genus	2_1239_526524_526525_128827_1505663	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium	0	NA
898	genus	2_1224_28221_213115_213116_898	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium	0	NA
1486726	genus	2_1239_186801_186802_541000_1486726	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudobacteroides	0	NA
906	genus	2_1239_909932_1843489_31977_906	Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Megasphaera	0	NA
207244	genus	2_1239_186801_186802_186803_207244	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes	0	NA
1470349	genus	2_1239_526524_526525_128827_1470349	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus	0	NA
28050	genus	2_1239_186801_186802_186803_28050	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira	0.0022	NA
698776	genus	2_1239_186801_186802_186803_698776	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum	0	NA
1279388	genus	2_1239_526524_526525_128827_1279388	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria	0	NA
244127	genus	2_1239_186801_186802_541000_244127	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus	0	NA
1350	genus	2_1239_91061_186826_81852_1350	Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus	0.2358	NA
1612198	genus	2_976_1853228_1853229_563835_1612198	Bacteria_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Asinibacterium	0.0197	NA
1471399	genus	2_976_200643_1970189_1471398_1471399	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Draconibacterium	0	NA
248744	genus	2_1239_186801_186802_186803_248744	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia	0	NA
191303	genus	2_1239_526524_526525_128827_191303	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter	0	NA
307628	genus	2_976_200643_171549_171551_307628	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Petrimonas	0	NA
1573806	genus	2_976_200643_1970189_1471398_1573806	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Mariniphaga	0	NA
1918385	genus	2_1239_186801_186802_541000_1918385	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acutalibacter	0	NA
165812	genus	2_1239_1737404_1737405_165812	Bacteria_Firmicutes_Tissierellia_Tissierellales_Sporanaerobacter	0	NA
580024	genus	2_201174_84998_1643822_1643826_580024	Bacteria_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Enterorhabdus	0.1769	NA
177971	genus	2_1239_186801_186802_186803_177971	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia	0	NA
958	genus	2_1224_1553900_213481_213483_958	Bacteria_Proteobacteria_Oligoflexia_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio	0	NA
1017280	genus	2_1239_186801_186802_1017280	Bacteria_Firmicutes_Clostridia_Clostridiales_Pseudoflavonifractor	0	NA
1434049	genus	2_976_200643_1970189_558415_1434049	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Thermophagus	0	NA
82373	genus	2_1239_909932_909929_1843491_82373	Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Anaerovibrio	0	NA
2039240	genus	2_1239_186801_186802_186803_2039240	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum	13.1879	NA
1485	genus	2_1239_186801_186802_31979_1485	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium	0	NA
42447	genus	2_1239_186801_186802_1491775_42447	Bacteria_Firmicutes_Clostridia_Clostridiales_Proteinivoraceae_Anaerobranca	0	NA
35832	genus	2_1224_28221_213115_194924_35832	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila	0	NA
258514	genus	2_1239_186801_186802_541000_258514	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetanaerobacterium	0	NA
590	genus	2_1224_1236_91347_543_590	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella	0	NA
43994	genus	2_1239_186801_186802_186803_43994	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella	0	NA
43996	genus	2_1239_186801_186802_186803_43996	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Catonella	0	NA
85413	genus	2_1224_28211_356_41294_85413	Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bosea	0.0197	NA
667112	genus	2_1239_186801_186802_31979_667112	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Lutispora	0	NA
28138	genus	2_976_200643_171549_171550_28138	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenella	0	NA
1924081	genus	2_1239_186801_186802_186803_1924081	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Bariatricus	0	NA
1432051	genus	2_1239_186801_186802_186803_1432051	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eisenbergiella	0	NA
580596	genus	2_1239_186801_186802_31979_580596	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Butyricicoccus	0	NA
35829	genus	2_1239_186801_186802_541000_35829	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio	0	NA
516086	genus	2_1239_186801_186802_31979_516086	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridiisalibacter	0	NA
375288	genus	2_976_200643_171549_2005525_375288	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides	2.3192	NA
420345	genus	2_1239_186801_186802_31979_420345	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Lactonifactor	0	NA
171003	genus	2_1239_186801_186802_31979_171003	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloranaerobacter	0	NA
1924093	genus	2_1239_186801_186802_541000_1924093	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaeromassilibacillus	0	NA
1495038	genus	2_200918_188708_1769716_1769717_1495038	Bacteria_Thermotogae_Thermotogae_Mesoaciditogales_Mesoaciditogaceae_Mesoaciditoga	0	NA
66219	species	2_1239_186801_186802_186803_1506553_66219	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Lachnoclostridiumphytofermentans	0	NA
1581061	species	2_1239_91061_186826_186827_46123_1581061	Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophiasp_HMSC24B09	0	NA
712710	species	2_976_200643_171549_2005525_195950_712710	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellasp_oraltaxonHOT-286	0	NA
237576	species	2_1239_186801_186802_186803_265975_237576	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsinus	0	NA
457388	species	2_976_200643_171549_2005525_375288_457388	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_2_1_7	0	NA
36874	species	2_976_200643_171549_171551_836_36874	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascangingivalis	0	NA
387090	species	2_976_200643_171549_815_816_387090	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidescoprophilus	0	NA
1798168	species	2_1239_186801_186802_186803_46205_1798168	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_NOR37	0	NA
1562970	species	2_976_200643_171549_171551_1784836_1562970	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Fermentimonas_Fermentimonascaenicola	0	NA
1468449	species	2_1239_526524_526525_128827_61170_1468449	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemaniamassiliensis	0	NA
1851429	species	2_1239_186801_186802_990719_990721_1851429	Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_Christensenellasp_AF73-05CM02	0	NA
457393	species	2_976_200643_171549_815_816_457393	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_4_1_36	0	NA
1798186	species	2_1239_186801_186802_186803_46205_1798186	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_OR37	0	NA
84026	species	2_1239_186801_186802_541000_1508657_84026	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]methylpentosum	0	NA
84030	species	2_1239_186801_186802_186803_1506553_84030	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]saccharolyticum	0	NA
1099853	species	2_976_200643_171549_2005519_1348911_1099853	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Coprobacter_Coprobacterfastidiosus	0	NA
1679444	species	2_74201_203494_48461_1647988_239934_1679444	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiaglycaniphila	0.0197	NA
180311	species	2_1239_186801_186802_186803_241189_180311	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Hespellia_Hespelliastercorisuis	0	NA
1095771	species	2_1239_186801_186802_541000_1263_1095771	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_JC304	0	NA
1816676	species	2_976_200643_171549_171550_239759_1816676	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessp_Marseille-P2431	0	NA
329854	species	2_976_200643_171549_815_816_329854	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesintestinalis	0	NA
303241	species	2_1239_91061_186826_33958_1578_303241	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusoeni	0	NA
742723	species	2_1239_186801_186802_186803_742723	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium2_1_46FAA	0	NA
47246	species	2_1239_186801_186802_541000_1508657_47246	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]viride	0	NA
1501329	species	2_1239_186801_186802_186803_265975_1501329	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumparvum	0	NA
1501332	species	2_1239_186801_186802_186803_265975_1501332	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumasaccharolyticum	0	NA
1642646	species	2_976_200643_171549_171551_307628_1642646	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Petrimonas_Petrimonasmucosa	0	NA
1806509	species	2_1239_186801_186802_186803_1407607_1806509	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_Fusicatenibactersp_2789STDY5834925	0	NA
596152	species	2_1224_28221_213115_194924_872_596152	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibriosp_U5L	0.1769	NA
450746	species	2_1239_526524_526525_128827_100883_450746	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_Coprobacillussp_8_1_38FAA	0	NA
53442	species	2_1239_186801_186802_186806_1730_53442	Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumcallanderi	0	NA
53443	species	2_1239_186801_186802_186803_572511_53443	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiahydrogenotrophica	0	NA
1392836	species	2_1239_186801_186802_186803_1392836	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumTWA4	0	NA
288965	species	2_1239_186801_186802_541000_1508657_288965	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]clariflavum	0	NA
288966	species	2_1239_186801_186802_31979_667112_288966	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Lutispora_Lutisporathermophila	0	NA
1574263	species	2_1239_526524_526525_128827_1470349_1574263	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus_CandidatusStoquefichussp_KLE1796	0	NA
210	species	2_1224_29547_213849_72293_209_210	Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacterpylori	0	NA
28901	species	2_1224_1236_91347_543_590_28901	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_Salmonellaenterica	0	NA
248039	species	2_200930_68337_191393_191394_248038_248039	Bacteria_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Mucispirillum_Mucispirillumschaedleri	0	NA
626930	species	2_976_200643_171549_815_816_626930	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfluxus	0	NA
626932	species	2_976_200643_171549_171550_239759_626932	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesindistinctus	0	NA
301301	species	2_1239_186801_186802_186803_841_301301	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburiahominis	0	NA
626935	species	2_201174_84998_84999_84107_102106_626935	Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellatanakaei	0	NA
626937	species	2_1239_186801_186802_990719_990721_626937	Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_Christensenellaminuta	0	NA
46124	species	2_1239_91061_186826_186828_117563_46124	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_Granulicatellaadiacens	0	NA
467210	species	2_1239_186801_186802_186803_1164882_467210	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoanaerobaculum_Lachnoanaerobaculumsaburreum	0	NA
33035	species	2_1239_186801_186802_186803_572511_33035	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiaproducta	0	NA
338188	species	2_976_200643_171549_815_816_338188	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfinegoldii	0.0127	NA
796942	species	2_1239_186801_186802_186803_1213720_796942	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_Stomatobaculumlongum	0	NA
264463	species	2_1239_186801_186802_186803_653683_264463	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerosporobacter_Anaerosporobactermobilis	0	NA
712976	species	2_1239_186801_186802_186803_712976	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacteriumoraltaxon082	0	NA
33043	species	2_1239_186801_186802_186803_33042_33043	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_Coprococcuseutactus	0	NA
47678	species	2_976_200643_171549_815_816_47678	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidescaccae	0	NA
712991	species	2_1239_186801_186802_186803_712991	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacteriumoraltaxon500	0	NA
43305	species	2_1239_186801_186802_186803_830_43305	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrioproteoclasticus	0	NA
555313	species	2_976_200643_171549_909656_555313	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Phocaeicola_Phocaeicolaabscessus	0	NA
1792306	species	2_1239_186801_186802_186803_1792306	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC7	0	NA
457387	species	2_976_200643_171549_815_816_457387	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_1_1_30	0	NA
239935	species	2_74201_203494_48461_1647988_239934_239935	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila	53.1447	NA
69960	species	2_1224_28211_204441_41295_69959_69960	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospira_Rhodospiratrueperi	0.001	NA
1702221	species	2_1239_526524_526525_128827_1729679_1702221	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Faecalibaculum_Faecalibaculumrodentium	0	NA
2382	species	2_1239_186801_186802_186803_31980_2382	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Acetitomaculum_Acetitomaculumruminis	0	NA
665937	species	2_1239_186801_186802_186803_207244_665937	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipessp_3_2_56FAA	0	NA
358743	species	2_1239_186801_186802_186803_1506553_358743	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]citroniae	0	NA
204516	species	2_976_200643_171549_815_816_204516	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesmassiliensis	0.0095	NA
76122	species	2_976_200643_171549_171552_1283313_76122	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_Alloprevotellatannerae	0	NA
665949	species	2_976_200643_171549_2005525_195950_665949	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellasp_6_1_58FAA_CT1	0	NA
665950	species	2_1239_186801_186802_186803_665950	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium3_1_46FAA	0	NA
665951	species	2_1239_186801_186802_186803_665951	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium8_1_57FAA	0.1179	NA
665956	species	2_1239_186801_186802_541000_292632_665956	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulumsp_4_3_54A2FAA	0	NA
1679721	species	2_1239_186801_186802_186803_1663717_1679721	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Herbinix_Herbinixluporum	0	NA
57706	species	2_1224_1236_91347_543_544_57706	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacterbraakii	0	NA
88431	species	2_1239_186801_186802_186803_189330_88431	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorealongicatena	0	NA
634436	species	2_1224_1236_135622_72275_249523_634436	Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Aestuariibacter_Aestuariibacteraggregatus	0	NA
2025876	species	2_976_200643_171549_2005525_375288_2025876	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_CT06	0	NA
1298855	species	2_1224_28211_204457_41297_165696_1298855	Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Novosphingobiumsp_B-7	0	NA
1200557	species	2_1239_909932_909929_1843491_82373_1200557	Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Anaerovibrio_Anaerovibriosp_RM50	0	NA
303541	species	2_1239_91061_186826_33958_1578_303541	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusapis	0	NA
580026	species	2_201174_84998_1643822_1643826_580024_580026	Bacteria_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Enterorhabdus_Enterorhabdusmucosicola	0.1762	NA
154046	species	2_1239_186801_186802_31979_1649459_154046	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatellahathewayi	0	NA
1627893	species	2_1239_186801_186802_541000_1627893	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcaceaebacteriumcv2	0	NA
168384	species	2_1239_186801_186802_186803_248744_168384	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantiaformatexigens	0	NA
997829	species	2_976_200643_171549_171551_836_997829	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_KLE1280	0	NA
82374	species	2_1239_909932_909929_1843491_82373_82374	Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Anaerovibrio_Anaerovibriolipolyticus	0	NA
51663	species	2_1239_91061_186826_33958_1253_51663	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_Pediococcusdamnosus	0	NA
258515	species	2_1239_186801_186802_541000_258514_258515	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetanaerobacterium_Acetanaerobacteriumelongatum	0	NA
